shipment_id,customer_id,origin_port,destination_port,departure_date,arrival_date,shipment_status,cargo_type,weight_tons,volume_cbm,revenue,cost
SHP001674,CUST000097,Singapore Port,Los Angeles Port,2022-07-13,2023-08-01,In Transit,Food,96.96,234.6,102418.47,94506.54
SHP001675,CUST001632,Durban Port,Rotterdam Port,2023-08-22,2023-07-23,In Transit,Textiles,107.29,433.29,188355.47,106520.68
SHP001676,CUST001134,Los Angeles Port,Shanghai Port,2024-03-05,2023-06-07,In Transit,Oil,170.73,491.03,129636.87,92607.64
SHP001677,CUST001182,Lagos Port,Los Angeles Port,2023-03-03,2023-12-18,In Transit,Oil,195.36,123.83,116652.65,147552.9
SHP001678,CUST000657,Lagos Port,Lagos Port,2022-06-14,2022-05-18,In Transit,Vehicles,24.51,168.33,33257.97,51692.77
SHP001679,CUST001092,Durban Port,Singapore Port,2022-03-11,2023-12-13,Delivered,Oil,130.69,32.64,134598.16,132749.94
SHP001680,CUST002038,Hamburg Port,Rotterdam Port,2023-11-30,2022-11-09,Delayed,Food,79.93,151.87,70845.64,83342.83
SHP001681,CUST002846,Singapore Port,Durban Port,2022-01-08,2024-04-05,Delivered,Oil,182.25,433.18,93326.24,35818.91
SHP001682,CUST002407,Hamburg Port,Singapore Port,2022-04-03,2023-08-07,In Transit,Textiles,10.81,219.58,153926.41,143446.6
SHP001683,CUST000423,Shanghai Port,Shanghai Port,2024-05-04,2023-05-06,Delayed,Textiles,74.69,491.39,60690.59,132049.11
SHP001684,CUST002717,Lagos Port,Shanghai Port,2023-01-01,2024-04-22,In Transit,Textiles,23.3,319.4,16022.25,65845.85
SHP001685,CUST001398,Rotterdam Port,Los Angeles Port,2022-06-18,2022-10-12,In Transit,Oil,31.17,193.78,28788.28,19572.49
SHP001686,CUST001358,Rotterdam Port,Lagos Port,2023-11-14,2022-05-27,Delayed,Textiles,152.16,332.11,59550.61,6915.1
SHP001687,CUST001145,Durban Port,Lagos Port,2023-12-08,2024-06-21,Delivered,Oil,9.36,144.58,106889.16,53165.19
SHP001688,CUST002791,Shanghai Port,Shanghai Port,2022-12-03,2022-07-15,Delivered,Oil,78.74,411.63,115317.07,5675.95
SHP001689,CUST000510,Rotterdam Port,Singapore Port,2022-11-30,2023-07-27,Delayed,Vehicles,112.06,405.26,26441.69,118035.08
SHP001690,CUST002151,Singapore Port,Lagos Port,2024-01-31,2023-10-09,Delivered,Food,49.08,172.55,167321.22,145894.78
SHP001691,CUST002793,Hamburg Port,Rotterdam Port,2022-10-16,2022-03-23,Delayed,Electronics,49.93,303.42,134198.89,95191.27
SHP001692,CUST000878,Lagos Port,Hamburg Port,2023-06-14,2023-12-19,Delivered,Electronics,54.75,268.05,51252.57,117804.89
SHP001693,CUST002175,Rotterdam Port,Durban Port,2022-08-18,2022-05-28,In Transit,Electronics,53.3,466.99,180579.7,128845.48
SHP001694,CUST002426,Durban Port,Los Angeles Port,2023-06-18,2022-06-22,Delivered,Oil,105.86,286.7,62195.91,147870.62
SHP001695,CUST001681,Hamburg Port,Singapore Port,2022-05-31,2023-08-20,Delayed,Vehicles,48.75,419.38,199222.49,141520.46
SHP001696,CUST001938,Hamburg Port,Rotterdam Port,2023-05-02,2024-04-05,In Transit,Food,145.74,400.3,142301.47,122848.62
SHP001697,CUST000879,Rotterdam Port,Shanghai Port,2024-01-19,2023-10-02,Delayed,Oil,191.64,190.33,196362.97,45866.9
SHP001698,CUST000714,Durban Port,Dubai Port,2022-12-21,2024-05-07,In Transit,Vehicles,77.46,291.77,185846.73,66198.0
SHP001699,CUST002611,Dubai Port,Shanghai Port,2022-06-26,2022-02-17,Delayed,Electronics,6.97,307.81,58104.02,106574.84
SHP001700,CUST002046,Durban Port,Hamburg Port,2024-02-22,2022-08-21,Delivered,Food,148.06,475.99,43245.75,120711.5
SHP001701,CUST002535,Durban Port,Singapore Port,2023-03-10,2022-12-07,Delivered,Vehicles,13.65,285.45,196457.68,136340.76
SHP001702,CUST000996,Dubai Port,Hamburg Port,2023-06-28,2024-11-14,Delivered,Vehicles,180.35,146.83,132235.88,143414.66
SHP001703,CUST000672,Lagos Port,Durban Port,2024-04-09,2024-12-10,Delayed,Electronics,159.52,169.01,87370.82,6034.08
SHP001704,CUST000769,Hamburg Port,Lagos Port,2024-05-31,2024-05-12,In Transit,Vehicles,193.79,187.57,115568.46,4401.59
SHP001705,CUST001510,Hamburg Port,Hamburg Port,2024-12-18,2022-11-28,Delivered,Vehicles,39.64,331.91,193021.64,4195.64
SHP001706,CUST000317,Shanghai Port,Lagos Port,2022-11-29,2022-08-12,Delivered,Electronics,68.51,340.44,172004.67,71641.92
SHP001707,CUST000381,Durban Port,Rotterdam Port,2023-07-08,2023-03-29,Delayed,Textiles,20.79,121.84,56350.96,96297.21
SHP001708,CUST002199,Lagos Port,Dubai Port,2022-02-14,2023-02-20,In Transit,Vehicles,30.05,113.59,75127.74,109310.23
SHP001709,CUST002570,Singapore Port,Dubai Port,2024-01-01,2023-05-17,Delayed,Oil,182.88,320.27,167007.2,133163.73
SHP001710,CUST001002,Hamburg Port,Rotterdam Port,2022-04-11,2023-11-06,Delivered,Vehicles,39.49,211.96,34875.28,89938.22
SHP001711,CUST000428,Dubai Port,Shanghai Port,2023-08-06,2022-11-24,Delivered,Vehicles,84.45,130.76,183542.75,119408.58
SHP001712,CUST001844,Singapore Port,Rotterdam Port,2023-06-14,2023-08-09,In Transit,Oil,30.19,152.1,70742.25,106590.53
SHP001713,CUST002041,Hamburg Port,Hamburg Port,2024-06-17,2022-05-17,In Transit,Electronics,47.38,93.34,117543.65,27720.79
SHP001714,CUST002079,Shanghai Port,Lagos Port,2023-02-21,2024-11-24,In Transit,Electronics,19.5,404.56,63945.17,134780.85
SHP001715,CUST001173,Durban Port,Dubai Port,2023-02-04,2023-10-20,Delayed,Oil,185.84,301.56,52399.42,15693.31
SHP001716,CUST000663,Shanghai Port,Shanghai Port,2022-03-29,2023-08-07,Delivered,Vehicles,80.47,60.96,85179.52,31510.12
SHP001717,CUST001724,Rotterdam Port,Durban Port,2024-02-21,2024-11-23,Delayed,Vehicles,150.46,224.52,25783.79,101309.44
SHP001718,CUST002162,Los Angeles Port,Rotterdam Port,2023-05-30,2022-11-29,Delivered,Electronics,65.04,62.02,100727.74,102416.03
SHP001719,CUST001834,Rotterdam Port,Hamburg Port,2023-07-19,2022-09-06,Delayed,Textiles,38.75,409.51,154478.72,129595.3
SHP001720,CUST001811,Singapore Port,Singapore Port,2023-10-02,2024-05-11,Delivered,Electronics,25.94,15.31,14441.27,6832.7
SHP001721,CUST000641,Dubai Port,Rotterdam Port,2022-03-25,2023-01-31,Delayed,Electronics,63.22,36.98,88037.78,89448.84
SHP001722,CUST001771,Lagos Port,Hamburg Port,2024-01-18,2023-09-22,Delayed,Textiles,161.82,297.7,52169.8,40213.81
SHP001723,CUST000368,Rotterdam Port,Rotterdam Port,2023-01-10,2023-07-08,Delivered,Textiles,157.16,295.08,194872.66,16613.0
SHP001724,CUST001228,Dubai Port,Rotterdam Port,2022-12-04,2024-11-26,In Transit,Food,111.85,19.52,42827.92,44028.22
SHP001725,CUST002440,Durban Port,Shanghai Port,2022-08-11,2024-11-11,Delivered,Textiles,146.19,109.9,165297.72,71366.98
SHP001726,CUST002213,Los Angeles Port,Durban Port,2023-04-16,2022-01-23,In Transit,Electronics,90.09,416.03,88980.27,107862.7
SHP001727,CUST001648,Los Angeles Port,Shanghai Port,2023-07-03,2024-11-20,Delayed,Oil,27.16,62.28,96501.64,29152.8
SHP001728,CUST002931,Hamburg Port,Los Angeles Port,2024-03-28,2023-03-05,Delivered,Textiles,129.71,314.08,110152.01,115466.62
SHP001729,CUST001735,Dubai Port,Rotterdam Port,2024-07-15,2024-04-15,In Transit,Textiles,49.06,170.75,189574.59,45822.03
SHP001730,CUST001576,Shanghai Port,Shanghai Port,2022-12-22,2024-10-17,Delayed,Textiles,111.42,19.43,171737.94,113445.88
SHP001731,CUST002759,Rotterdam Port,Los Angeles Port,2023-01-27,2023-07-05,In Transit,Vehicles,26.89,197.99,181154.26,34301.48
SHP001732,CUST000272,Durban Port,Durban Port,2023-01-24,2023-01-04,In Transit,Textiles,86.57,69.42,137806.24,6262.55
SHP001733,CUST000093,Singapore Port,Lagos Port,2023-05-27,2023-08-17,Delayed,Vehicles,194.14,11.31,42440.38,105454.74
SHP001734,CUST002682,Durban Port,Los Angeles Port,2023-06-16,2023-07-19,In Transit,Electronics,140.58,370.35,176389.66,123321.33
SHP001735,CUST002447,Hamburg Port,Durban Port,2023-05-11,2023-07-02,Delivered,Vehicles,142.14,342.45,18632.1,94026.46
SHP001736,CUST002761,Lagos Port,Singapore Port,2024-07-12,2023-09-10,Delivered,Oil,19.57,281.4,184453.31,87397.15
SHP001737,CUST000844,Lagos Port,Hamburg Port,2022-03-02,2022-10-01,Delivered,Oil,127.81,22.89,159613.89,117010.37
SHP001738,CUST002340,Durban Port,Hamburg Port,2022-06-24,2024-08-10,In Transit,Electronics,146.12,92.89,12517.67,35987.02
SHP001739,CUST001042,Shanghai Port,Durban Port,2024-02-16,2023-05-09,Delivered,Food,111.87,351.7,93366.04,130600.93
SHP001740,CUST002244,Singapore Port,Singapore Port,2022-02-06,2024-11-24,Delayed,Food,187.06,65.99,100470.25,34395.02
SHP001741,CUST000136,Los Angeles Port,Shanghai Port,2023-11-28,2023-11-03,Delayed,Textiles,38.54,362.74,85114.04,108552.85
SHP001742,CUST002991,Hamburg Port,Hamburg Port,2023-09-13,2023-03-31,Delayed,Textiles,10.23,79.27,181343.21,22512.07
SHP001743,CUST000846,Hamburg Port,Durban Port,2024-03-28,2022-05-19,Delayed,Electronics,44.63,380.67,182980.96,82074.93
SHP001744,CUST001335,Durban Port,Rotterdam Port,2023-12-13,2024-03-10,Delivered,Oil,145.57,294.93,144688.1,11030.0
SHP001745,CUST001667,Lagos Port,Singapore Port,2024-01-23,2022-03-14,In Transit,Oil,8.2,190.57,176956.38,101272.36
SHP001746,CUST001650,Singapore Port,Lagos Port,2022-01-07,2023-02-25,Delivered,Vehicles,86.48,363.42,149212.86,27957.67
SHP001747,CUST000246,Hamburg Port,Rotterdam Port,2023-08-14,2023-10-07,Delayed,Food,144.58,13.76,160784.61,123409.47
SHP001748,CUST000590,Rotterdam Port,Rotterdam Port,2024-09-04,2024-08-28,Delivered,Oil,169.92,326.72,76952.3,32651.35
SHP001749,CUST001311,Dubai Port,Los Angeles Port,2022-08-01,2022-09-15,Delayed,Electronics,162.46,236.27,137777.69,75668.63
SHP001750,CUST001378,Shanghai Port,Singapore Port,2022-06-24,2022-02-20,Delivered,Electronics,81.88,424.23,143664.86,116391.19
SHP001751,CUST002171,Dubai Port,Hamburg Port,2024-04-24,2022-08-30,Delayed,Oil,12.82,441.28,91014.84,146639.43
SHP001752,CUST002906,Lagos Port,Hamburg Port,2024-07-19,2023-12-30,Delayed,Textiles,163.31,484.09,43690.73,125725.79
SHP001753,CUST002320,Lagos Port,Rotterdam Port,2023-05-19,2024-01-15,In Transit,Electronics,20.88,485.66,99521.43,78346.98
SHP001754,CUST002432,Lagos Port,Lagos Port,2022-10-16,2023-05-31,Delivered,Food,56.91,146.66,111154.5,136229.27
SHP001755,CUST001337,Los Angeles Port,Dubai Port,2022-07-19,2023-02-09,In Transit,Textiles,87.28,349.31,99852.62,6532.17
SHP001756,CUST000250,Los Angeles Port,Dubai Port,2022-03-31,2023-07-29,Delayed,Textiles,169.39,221.07,94743.88,98129.1
SHP001757,CUST001412,Hamburg Port,Dubai Port,2023-05-15,2023-03-05,Delivered,Food,43.36,317.68,48987.32,28176.86
SHP001758,CUST002604,Hamburg Port,Rotterdam Port,2024-05-07,2023-09-30,Delivered,Oil,99.97,33.9,90720.5,124605.25
SHP001759,CUST000383,Hamburg Port,Singapore Port,2024-11-03,2022-10-05,Delivered,Vehicles,45.69,322.67,7123.19,106585.38
SHP001760,CUST002418,Lagos Port,Los Angeles Port,2024-10-13,2023-12-13,Delayed,Oil,7.44,330.87,94995.85,117530.8
SHP001761,CUST000530,Shanghai Port,Hamburg Port,2024-07-23,2023-02-08,In Transit,Electronics,48.9,405.88,101079.67,70954.09
SHP001762,CUST000689,Durban Port,Hamburg Port,2022-03-07,2024-09-27,In Transit,Electronics,115.11,189.94,166689.58,93050.2
SHP001763,CUST002537,Dubai Port,Lagos Port,2023-08-24,2022-02-21,In Transit,Oil,146.14,321.39,103179.28,149207.86
SHP001764,CUST000501,Lagos Port,Lagos Port,2022-06-23,2023-10-19,Delivered,Textiles,167.86,142.54,182832.04,133518.25
SHP001765,CUST001220,Shanghai Port,Los Angeles Port,2023-07-08,2023-06-30,Delivered,Vehicles,175.76,199.33,138177.32,68885.42
SHP001766,CUST002538,Singapore Port,Durban Port,2023-01-03,2022-05-29,Delivered,Vehicles,153.07,390.62,102974.6,16032.6
SHP001767,CUST001409,Rotterdam Port,Dubai Port,2024-03-21,2023-12-29,Delivered,Textiles,104.11,417.28,130053.35,29397.5
SHP001768,CUST001546,Los Angeles Port,Lagos Port,2024-04-06,2022-09-28,Delivered,Textiles,161.68,370.58,45680.59,4807.16
SHP001769,CUST000598,Rotterdam Port,Dubai Port,2024-09-10,2024-03-29,In Transit,Textiles,107.02,106.12,88998.04,9900.74
SHP001770,CUST001063,Los Angeles Port,Hamburg Port,2023-11-14,2024-11-18,In Transit,Food,47.8,110.32,59385.34,136467.71
SHP001771,CUST001541,Lagos Port,Rotterdam Port,2023-12-25,2023-01-11,In Transit,Vehicles,7.8,133.56,138416.42,31848.46
SHP001772,CUST001554,Durban Port,Singapore Port,2024-04-08,2023-11-29,Delayed,Vehicles,179.19,189.09,64213.56,30675.44
SHP001773,CUST002190,Hamburg Port,Shanghai Port,2022-05-20,2024-08-26,Delayed,Electronics,96.01,290.78,121538.56,115283.12
SHP001774,CUST000120,Dubai Port,Durban Port,2023-07-03,2023-12-27,Delayed,Electronics,103.04,196.37,81740.0,39568.0
SHP001775,CUST000747,Shanghai Port,Los Angeles Port,2023-10-05,2022-11-28,Delayed,Textiles,135.53,475.71,55576.43,97296.03
SHP001776,CUST002882,Singapore Port,Hamburg Port,2023-02-06,2024-11-27,In Transit,Electronics,65.46,95.25,5293.48,113369.39
SHP001777,CUST000170,Shanghai Port,Lagos Port,2023-08-20,2022-07-06,Delivered,Vehicles,89.18,35.66,15932.75,17230.35
SHP001778,CUST001015,Lagos Port,Shanghai Port,2022-09-22,2022-12-10,In Transit,Vehicles,83.14,377.71,149690.81,12875.39
SHP001779,CUST002577,Shanghai Port,Rotterdam Port,2024-10-23,2022-06-08,In Transit,Electronics,67.36,420.73,182567.4,5328.32
SHP001780,CUST000581,Shanghai Port,Durban Port,2023-10-05,2024-07-12,Delivered,Textiles,127.23,347.39,61645.24,65014.25
SHP001781,CUST001354,Hamburg Port,Rotterdam Port,2022-01-01,2024-10-31,Delivered,Food,46.09,45.84,53043.33,43405.48
SHP001782,CUST000683,Singapore Port,Singapore Port,2024-09-10,2023-09-29,Delayed,Food,192.64,433.21,87475.21,53445.55
SHP001783,CUST000111,Rotterdam Port,Hamburg Port,2024-05-08,2022-05-03,In Transit,Textiles,31.48,126.63,142108.92,104701.58
SHP001784,CUST001231,Durban Port,Singapore Port,2022-02-16,2024-05-04,In Transit,Oil,66.31,276.04,91372.92,40200.3
SHP001785,CUST000683,Hamburg Port,Durban Port,2024-11-07,2024-04-23,In Transit,Vehicles,131.45,467.89,146951.49,96799.57
SHP001786,CUST001930,Singapore Port,Shanghai Port,2024-05-31,2024-02-22,In Transit,Food,177.73,57.46,184446.92,142270.51
SHP001787,CUST002380,Rotterdam Port,Shanghai Port,2024-08-11,2022-10-10,Delayed,Food,182.18,459.54,85447.43,11805.31
SHP001788,CUST002628,Rotterdam Port,Lagos Port,2023-02-24,2023-04-04,Delayed,Textiles,67.93,417.21,138315.75,133768.12
SHP001789,CUST002530,Lagos Port,Singapore Port,2022-09-23,2022-04-21,Delivered,Vehicles,68.53,498.4,23794.62,30885.3
SHP001790,CUST002720,Shanghai Port,Rotterdam Port,2022-02-05,2024-12-24,In Transit,Vehicles,57.11,472.69,128439.28,25624.88
SHP001791,CUST001739,Los Angeles Port,Shanghai Port,2024-08-23,2024-06-10,Delivered,Oil,71.88,101.07,40192.75,8666.26
SHP001792,CUST000886,Singapore Port,Shanghai Port,2022-05-10,2023-02-10,Delayed,Electronics,21.11,290.6,34403.95,62040.12
SHP001793,CUST002229,Singapore Port,Dubai Port,2023-06-24,2023-05-27,Delivered,Textiles,34.07,15.22,161307.35,52706.16
SHP001794,CUST000032,Dubai Port,Durban Port,2023-11-04,2023-05-16,Delayed,Electronics,134.74,427.58,99905.51,127411.38
SHP001795,CUST002638,Shanghai Port,Singapore Port,2024-06-06,2024-03-12,In Transit,Oil,116.99,319.81,137840.33,9904.24
SHP001796,CUST001744,Lagos Port,Dubai Port,2023-08-11,2024-10-16,Delayed,Vehicles,70.9,269.66,39732.1,83208.36
SHP001797,CUST001399,Durban Port,Dubai Port,2024-11-07,2022-03-14,In Transit,Textiles,163.09,37.94,191061.69,127381.34
SHP001798,CUST000828,Durban Port,Rotterdam Port,2024-10-24,2023-04-30,Delivered,Textiles,148.42,350.18,174539.27,85914.65
SHP001799,CUST002881,Singapore Port,Rotterdam Port,2024-10-28,2023-03-22,Delayed,Electronics,195.65,14.12,194611.63,93873.3
SHP001800,CUST000359,Los Angeles Port,Rotterdam Port,2022-01-04,2023-05-06,Delayed,Vehicles,164.48,366.03,45280.14,131601.21
SHP001801,CUST000651,Los Angeles Port,Singapore Port,2023-03-25,2024-05-10,In Transit,Textiles,150.32,46.84,24843.14,55894.97
SHP001802,CUST000751,Lagos Port,Rotterdam Port,2022-05-13,2024-06-24,In Transit,Food,59.8,368.47,156986.17,104439.68
SHP001803,CUST000101,Durban Port,Shanghai Port,2023-05-12,2023-01-06,In Transit,Oil,44.9,160.39,170750.98,68901.49
SHP001804,CUST001882,Hamburg Port,Durban Port,2023-02-18,2022-03-24,In Transit,Vehicles,143.83,277.06,98934.34,7660.74
SHP001805,CUST000835,Los Angeles Port,Hamburg Port,2024-01-17,2022-12-10,In Transit,Textiles,118.91,48.22,169203.05,40033.7
SHP001806,CUST002279,Rotterdam Port,Hamburg Port,2023-08-02,2024-10-18,In Transit,Oil,33.08,286.36,36429.65,147622.55
SHP001807,CUST000804,Los Angeles Port,Shanghai Port,2023-03-04,2023-11-04,In Transit,Oil,151.92,218.55,170303.37,50960.58
SHP001808,CUST002192,Dubai Port,Dubai Port,2023-01-30,2022-08-13,Delivered,Electronics,26.13,442.31,187434.11,20794.29
SHP001809,CUST000861,Hamburg Port,Durban Port,2024-06-27,2024-03-06,Delayed,Vehicles,125.93,61.19,13204.16,125095.23
SHP001810,CUST000954,Durban Port,Lagos Port,2022-06-07,2023-08-16,Delayed,Electronics,105.57,219.62,101180.15,119889.15
SHP001811,CUST001269,Dubai Port,Singapore Port,2024-02-25,2023-07-01,Delayed,Food,129.15,458.55,76105.72,38307.55
SHP001812,CUST001137,Hamburg Port,Singapore Port,2024-07-14,2024-10-18,Delayed,Textiles,142.2,209.43,109620.59,58132.22
SHP001813,CUST002672,Durban Port,Durban Port,2024-03-28,2024-04-19,Delivered,Oil,124.72,401.75,48748.18,60018.08
SHP001814,CUST002020,Dubai Port,Singapore Port,2022-07-31,2024-05-12,Delivered,Oil,49.2,64.8,59083.65,13452.73
SHP001815,CUST000415,Lagos Port,Singapore Port,2024-07-08,2023-12-13,Delayed,Vehicles,66.57,370.84,9675.32,99894.89
SHP001816,CUST000107,Durban Port,Singapore Port,2022-11-23,2022-03-24,Delayed,Food,178.17,281.22,19668.2,124524.42
SHP001817,CUST002075,Hamburg Port,Hamburg Port,2024-09-25,2024-08-26,Delayed,Oil,144.0,171.5,150640.37,126142.45
SHP001818,CUST001546,Singapore Port,Hamburg Port,2024-03-29,2024-06-20,Delivered,Food,32.92,217.25,168529.76,124926.7
SHP001819,CUST000983,Shanghai Port,Los Angeles Port,2022-05-23,2023-11-20,Delivered,Food,33.27,221.39,143638.28,44118.03
SHP001820,CUST001047,Los Angeles Port,Lagos Port,2022-07-03,2022-10-28,Delayed,Oil,109.93,132.93,63300.52,124062.16
SHP001821,CUST002524,Singapore Port,Dubai Port,2023-01-18,2024-06-23,Delayed,Textiles,17.73,92.32,154271.99,122291.83
SHP001822,CUST000877,Durban Port,Lagos Port,2024-04-15,2024-04-26,In Transit,Oil,199.69,209.99,179637.66,97856.95
SHP001823,CUST000557,Shanghai Port,Shanghai Port,2022-10-12,2024-09-27,Delivered,Vehicles,89.35,25.47,140092.14,18571.96
SHP001824,CUST002054,Shanghai Port,Hamburg Port,2023-10-04,2022-11-29,Delayed,Food,171.39,255.15,94118.78,4209.13
SHP001825,CUST000724,Los Angeles Port,Hamburg Port,2024-10-20,2023-02-18,Delivered,Food,73.15,84.72,179574.87,53882.35
SHP001826,CUST002704,Singapore Port,Dubai Port,2024-02-15,2023-12-05,Delayed,Oil,6.88,65.36,24423.78,123032.15
SHP001827,CUST000207,Dubai Port,Dubai Port,2024-11-08,2022-08-23,In Transit,Electronics,56.74,169.46,117079.58,146548.11
SHP001828,CUST000407,Shanghai Port,Lagos Port,2022-01-28,2022-08-04,Delayed,Textiles,129.24,75.73,68981.91,20377.24
SHP001829,CUST002582,Hamburg Port,Los Angeles Port,2022-04-27,2023-10-02,Delivered,Oil,165.71,171.46,164269.95,109203.4
SHP001830,CUST000780,Lagos Port,Hamburg Port,2022-05-26,2024-06-18,Delivered,Food,84.75,429.29,169705.78,60805.3
SHP001831,CUST001878,Lagos Port,Dubai Port,2022-01-28,2023-03-04,Delayed,Textiles,22.71,79.71,165511.87,118213.52
SHP001832,CUST001821,Durban Port,Hamburg Port,2023-04-03,2023-01-19,In Transit,Food,115.18,268.13,154991.15,88708.55
SHP001833,CUST002121,Hamburg Port,Singapore Port,2023-03-25,2022-12-21,In Transit,Food,89.22,80.39,77121.46,107232.78
SHP001834,CUST002341,Durban Port,Durban Port,2024-10-17,2022-10-24,Delivered,Food,12.58,94.23,50867.28,4095.0
SHP001835,CUST000641,Dubai Port,Hamburg Port,2023-10-23,2022-05-04,In Transit,Oil,60.22,434.54,49095.76,67473.68
SHP001836,CUST000553,Lagos Port,Dubai Port,2023-05-01,2023-12-03,Delivered,Oil,112.15,270.27,123475.92,99214.43
SHP001837,CUST000389,Los Angeles Port,Dubai Port,2024-07-04,2023-04-25,Delivered,Textiles,19.76,303.96,104708.19,9048.76
SHP001838,CUST002316,Rotterdam Port,Rotterdam Port,2023-03-16,2022-07-18,Delivered,Vehicles,30.44,174.39,140171.1,77347.24
SHP001839,CUST000151,Dubai Port,Shanghai Port,2024-03-05,2023-05-12,In Transit,Textiles,117.93,456.24,86490.3,146947.62
SHP001840,CUST002178,Durban Port,Dubai Port,2024-02-28,2022-03-06,Delivered,Electronics,180.32,284.14,162725.58,16377.63
SHP001841,CUST001679,Los Angeles Port,Singapore Port,2024-01-03,2024-09-05,In Transit,Vehicles,27.48,23.29,100592.33,72024.41
SHP001842,CUST002890,Shanghai Port,Los Angeles Port,2023-01-22,2023-03-25,In Transit,Textiles,32.46,79.35,158966.09,130514.94
SHP001843,CUST002540,Shanghai Port,Singapore Port,2023-11-13,2022-05-18,In Transit,Oil,65.51,111.9,145897.66,134373.99
SHP001844,CUST002419,Dubai Port,Durban Port,2024-09-29,2022-09-06,Delayed,Textiles,83.92,372.33,100064.29,76261.74
SHP001845,CUST002634,Rotterdam Port,Hamburg Port,2024-05-29,2022-05-09,Delivered,Electronics,47.85,369.38,59994.85,36683.93
SHP001846,CUST002273,Durban Port,Rotterdam Port,2022-10-20,2022-08-05,Delayed,Food,34.62,448.69,25611.8,45166.69
SHP001847,CUST001698,Rotterdam Port,Dubai Port,2022-01-09,2023-05-31,In Transit,Food,157.11,289.98,156568.32,4623.45
SHP001848,CUST000586,Rotterdam Port,Shanghai Port,2022-09-19,2022-05-04,In Transit,Oil,48.25,118.07,106880.8,62214.39
SHP001849,CUST002866,Los Angeles Port,Dubai Port,2024-03-21,2022-03-21,In Transit,Vehicles,192.51,498.66,29094.45,50809.17
SHP001850,CUST000580,Lagos Port,Lagos Port,2023-06-03,2023-12-11,Delayed,Textiles,129.14,438.25,25879.47,25228.29
SHP001851,CUST000819,Los Angeles Port,Dubai Port,2022-12-10,2024-10-26,Delivered,Oil,35.39,276.91,83834.93,15030.6
SHP001852,CUST002301,Rotterdam Port,Shanghai Port,2022-01-04,2024-05-19,In Transit,Textiles,156.09,18.78,191337.02,82578.69
SHP001853,CUST002568,Los Angeles Port,Singapore Port,2023-05-15,2023-02-07,In Transit,Textiles,139.8,444.11,50402.59,141596.27
SHP001854,CUST002991,Rotterdam Port,Dubai Port,2023-12-03,2024-09-19,Delivered,Textiles,21.8,170.51,58910.36,38201.24
SHP001855,CUST001769,Dubai Port,Dubai Port,2024-11-15,2024-03-13,Delivered,Food,194.56,475.31,110650.18,54393.29
SHP001856,CUST001789,Singapore Port,Durban Port,2024-11-03,2022-10-02,Delivered,Vehicles,13.13,79.82,143250.59,19992.53
SHP001857,CUST002689,Shanghai Port,Singapore Port,2023-12-13,2023-08-15,Delayed,Oil,168.99,469.99,17019.89,6076.37
SHP001858,CUST000764,Singapore Port,Los Angeles Port,2022-08-28,2022-10-23,In Transit,Food,172.86,386.91,124235.78,96491.69
SHP001859,CUST002182,Hamburg Port,Singapore Port,2024-05-25,2024-08-11,Delivered,Electronics,169.21,146.87,62341.94,131028.41
SHP001860,CUST001103,Los Angeles Port,Hamburg Port,2023-02-19,2022-11-18,Delivered,Oil,172.27,101.18,115619.54,31379.75
SHP001861,CUST002562,Shanghai Port,Rotterdam Port,2023-08-24,2023-11-18,Delivered,Textiles,170.33,78.77,18587.58,142805.25
SHP001862,CUST002126,Shanghai Port,Hamburg Port,2024-11-27,2022-04-22,In Transit,Oil,15.51,469.56,10175.02,26075.37
SHP001863,CUST002341,Dubai Port,Rotterdam Port,2022-07-15,2023-12-30,In Transit,Electronics,30.23,387.98,48613.6,146616.15
SHP001864,CUST002949,Lagos Port,Los Angeles Port,2023-02-10,2022-01-14,Delivered,Vehicles,160.23,365.31,8774.35,119023.92
SHP001865,CUST002363,Lagos Port,Lagos Port,2022-10-30,2022-06-24,Delayed,Oil,158.43,370.53,60664.14,56638.65
SHP001866,CUST000451,Los Angeles Port,Shanghai Port,2023-05-28,2023-03-31,Delayed,Oil,21.54,256.14,72329.22,38175.1
SHP001867,CUST000865,Rotterdam Port,Durban Port,2022-07-01,2024-03-08,In Transit,Food,71.21,271.76,190297.34,130486.3
SHP001868,CUST000249,Hamburg Port,Hamburg Port,2024-01-14,2022-12-26,In Transit,Textiles,133.83,249.61,147267.72,114294.76
SHP001869,CUST002436,Dubai Port,Hamburg Port,2022-04-29,2022-09-02,Delivered,Textiles,82.79,133.25,72024.64,79891.39
SHP001870,CUST000354,Los Angeles Port,Singapore Port,2022-11-14,2022-07-27,In Transit,Food,66.99,343.59,7808.52,3756.45
SHP001871,CUST002362,Rotterdam Port,Dubai Port,2024-11-08,2023-07-24,Delayed,Textiles,162.82,456.65,106568.87,37644.39
SHP001872,CUST001858,Dubai Port,Durban Port,2023-04-04,2024-12-22,Delayed,Food,148.65,214.12,118270.2,126091.48
SHP001873,CUST001775,Dubai Port,Dubai Port,2023-03-07,2022-02-23,In Transit,Food,167.55,107.16,159388.87,33078.31
SHP001874,CUST002340,Durban Port,Shanghai Port,2022-02-17,2022-04-15,In Transit,Oil,17.84,430.01,99188.82,102273.96
SHP001875,CUST001896,Shanghai Port,Rotterdam Port,2024-03-15,2022-04-15,Delivered,Oil,162.13,463.57,94964.75,28671.85
